Drug Name,Drug ID,Strength,Pack Size,Price,Expiry Date,Batch Number,Manufacture Date,Country of Origin,Drug Interactions,Patient Age Group,Patient Gender,Patient Weight,Geographic Region,Sales Volume,Manufacturer,Generic Drug Name,Route of Adminstration,Storage Conditions,Prescription Required,Therapeutic Class,Dosage Form,Adverse Reactions
Atorva,a6c866e1-ab31-49c3-afd1-21895c078cdf,917,12,61.6,2024-08-10,a564e8b3-b4fb-43f1-b734-de13d651998d,2021-11-09,Germany,Discover share international big.,Pediatric,Female,77,Hyderabad,18,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Cetrizine,1e2a3790-77c4-48fb-9b22-988ddae846de,49,6,292.72,2024-09-28,711de7dd-4a1d-419c-93da-cbc7b4dc5922,2022-07-15,India,Increase pick difficult prove police.,Elderly,Male,52,Mumbai,8,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Azee,7a41aa76-fb08-469c-a892-f4298a7d81bf,187,10,255.9,2027-05-17,9ebd4df8-0281-4842-8be9-36d3f282da44,2021-05-07,United States,Office available rate actually debate increase.,Pediatric,Male,70,Pune,10,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Cetrizine,c37f4ceb-5fb8-4fbc-a519-4c6e4136f7c8,42,5,358.76,2024-09-04,6ef9c1c3-8b82-42c1-ac8a-3d71af7817cc,2023-12-23,United States,Performance everybody politics yard once outside next Mr.,Adult,Male,99,Jaipur,40,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Combiflam,bc7bb640-dbd4-4d98-b9de-5c968a278367,1,18,351.08,2028-11-03,d60af634-f6e3-4e90-8054-ad92d856258a,2021-12-20,Switzerland,Black beat computer.,Pediatric,Male,75,Delhi,78,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Pantocid,343340db-f28e-4992-a8fc-2f77142da0e7,54,26,258.62,2024-07-30,5891b541-0422-4956-b7d3-fd12d21390b9,2020-06-07,United States,Student sense sell well.,Elderly,Male,51,Ahmedabad,10,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Amoxyclav,eb4f8850-a014-456f-b599-7fde5b51dee9,677,6,281.46,2027-07-30,f168a77b-bb16-4aa7-a7fb-bbb04aa26bba,2020-08-19,Germany,Political may short present.,Adult,Female,62,Pune,16,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Ciplox,1ed24990-4265-4f69-a0dc-cfb72d04cc45,763,20,483.67,2028-06-20,17c987c9-5175-433b-8b36-894b56089371,2022-08-01,Germany,Off personal expert evening along.,Elderly,Male,92,Ahmedabad,68,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,785d75eb-55ae-4b93-9e11-d63e50c3b49b,330,46,69.06,2026-11-16,084f8336-bfb5-439d-90ec-a8b38470bea8,2022-05-27,Germany,Rule effect American such born.,Elderly,Male,96,Jaipur,82,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Combiflam,76159f3d-9a74-4b66-9318-718da663cea8,218,29,447.63,2024-07-02,d4cdf8a4-a4fd-4518-a133-870ef90e7a3b,2019-03-18,United States,Then different piece issue everybody.,Elderly,Female,73,Jaipur,99,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Cetrizine,045c6a8e-7c39-4585-8bec-904a8214c45a,293,27,320.19,2028-06-19,02b5a371-93d1-4d1d-bb4e-fcd38157dae1,2022-04-23,India,Instead back benefit nice.,Pediatric,Male,75,Kolkata,74,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Atorva,7ded617a-83c4-4171-96e2-11ca207c79d8,484,34,78.23,2024-07-14,5eefd0f3-92f3-4c6e-97b5-fb23a569e70e,2022-07-21,United States,Law history into protect field detail part.,Pediatric,Male,78,Hyderabad,37,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,090ee27e-d045-400a-8913-f2104e26362d,287,14,314.49,2024-10-16,090f7931-2ff2-444d-9856-d9859138c09e,2021-09-23,United States,Need let time ok whole but.,Pediatric,Male,88,Jaipur,14,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Amoxyclav,b724aa84-32bf-48e8-8a3a-db66c826ebe2,931,43,359.85,2028-01-13,725e44d6-f525-43ff-a1a7-99caebb9edc3,2019-04-20,India,Maintain particularly time name candidate.,Pediatric,Male,64,Kolkata,70,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,5c99f8b5-5cd4-4566-9807-d4defab0c545,622,17,468.33,2025-03-04,313e91a9-2567-4dcf-bf50-d62f61b62575,2020-09-21,United States,Decision itself family enter.,Adult,Male,97,Ahmedabad,38,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Combiflam,08985cb6-517e-477c-856a-555155d5a857,104,12,403.0,2026-02-28,ba458f17-5e32-4753-a05e-1e48a0980539,2022-08-12,Switzerland,Management marriage accept and receive our bag.,Pediatric,Female,58,Chennai,29,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,7fca931b-4e04-4318-b04d-94deb362c6de,442,4,312.21,2027-03-16,5c947fd5-a2a5-4f45-a5ef-0811e693d361,2020-05-22,United States,Then form include guess against past third collection.,Pediatric,Female,80,Chennai,30,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,c7a93f59-3f9c-4da3-8ea2-cc21d608ec9e,190,6,101.15,2027-04-16,c86b8d6e-4b81-4000-9819-8de762b33423,2021-07-02,Switzerland,Available experience significant agency visit seat teach.,Adult,Female,89,Mumbai,51,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Dolo-650,11afa006-1b5a-4a8e-a6dd-d724c3a3fc8c,259,28,34.5,2025-04-06,2198629e-eb98-4b1e-ab0f-813071c034e6,2022-07-17,Germany,Less degree pass race.,Pediatric,Female,100,Kolkata,68,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Pantocid,381ea9b5-1b59-4e0f-8b23-3cfa40713b65,972,22,77.36,2024-10-23,76960daf-d874-4bec-bbb3-895214fae7a1,2024-01-10,United States,Life somebody program he worker sometimes.,Pediatric,Female,82,Jaipur,62,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Combiflam,09b56dc3-a9ae-4fc0-8200-c82d167d498c,504,49,440.07,2028-08-21,fb4ff4b4-5637-4024-8b97-a99112c7d792,2024-03-07,Switzerland,Year although mean reach.,Adult,Male,76,Chennai,44,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,3d83301d-edc0-40e1-8480-dc5239ed95d1,373,20,260.39,2028-07-25,40a852b9-6359-456b-98d1-21edb336d8cc,2020-11-19,Switzerland,Off check person miss small buy organization course.,Adult,Female,91,Pune,4,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Ciplox,63d4e19c-0bb4-4d51-94b9-9f620e2cbd5d,343,11,124.36,2029-01-04,9ad2cc5c-1fa8-4e8a-a284-0810001f5566,2023-04-23,Germany,Job foot budget ability investment.,Adult,Female,98,Chennai,76,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Atorva,c8c68d0f-4cc2-4a32-a873-67cf39791686,312,13,52.7,2028-10-29,afe90db7-368b-489e-b9be-755c632e8452,2020-11-12,Switzerland,Glass single medical environment deep past entire mission.,Elderly,Female,90,Mumbai,18,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Dolo-650,cd6f6378-2b2c-4505-9e77-8c4f548d5e65,115,23,13.3,2027-03-15,38b15bed-0cbb-404d-bae5-6df7d04a74b4,2021-11-18,United States,Discussion threat account member set soon knowledge.,Adult,Female,60,Surat,97,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Ciplox,44a20ecd-4e1e-4563-83fe-502eecba122a,100,27,253.4,2027-02-24,9f0aa22d-12d4-4ffe-bc3d-71c346d205fa,2023-08-16,India,Lay yard performance sell goal material.,Pediatric,Female,65,Kolkata,53,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Dolo-650,d93723c4-4ef9-40b7-b5e3-fe337b14b0fa,686,31,195.97,2024-05-25,b5120a00-2879-47c5-9ac5-b3681a7844fb,2022-04-28,India,Front start election attention attorney day hair.,Elderly,Male,88,Mumbai,25,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Ciplox,e226d3be-721e-4c0e-8bdb-0e815915180f,14,31,463.1,2024-05-02,660d36cd-322c-48da-aa8b-ef907380fde9,2022-10-09,United States,Meet boy raise.,Elderly,Female,83,Kolkata,22,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Azee,1482c7d3-2e2a-4505-832d-be0efd663037,700,35,150.66,2029-02-04,3d51eb8a-c70d-4728-b23b-ce901972c6b8,2022-12-16,United States,Indeed study among say water.,Pediatric,Female,68,Ahmedabad,93,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Combiflam,013aba8e-8fec-4ae0-a6dd-e11d9387d19f,566,45,242.38,2024-11-14,0235f4ea-6de6-4671-893f-a60784c92f2c,2022-07-23,Germany,Fall moment a score.,Adult,Male,81,Kolkata,21,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Ciplox,4a87f800-d0f8-409d-a1d2-5182fac71ce0,789,11,92.84,2024-11-17,bf8bac8f-7c3f-4057-9f91-bef6ddea2dba,2023-04-09,Germany,Theory green catch too.,Adult,Male,99,Pune,28,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,6155f5b4-2cef-42c8-95d2-ebcd5d82f406,883,45,118.23,2025-01-25,ade61b63-c019-4fb0-96b9-743594b93a3d,2021-11-24,Switzerland,Subject stage cover close face weight individual black.,Adult,Female,54,Mumbai,78,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,5f828977-0eed-464f-819e-38d1a76e573d,134,28,424.02,2027-09-05,61a2513e-1697-498d-8222-b233f1fe50b9,2022-12-30,United States,Face recent control recognize.,Adult,Male,77,Pune,78,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,453c422a-bebe-4825-ac60-164905290430,340,23,130.88,2027-01-07,0648c126-6ff7-43bf-a8f7-3293df721398,2020-06-18,Germany,Section present audience price store.,Pediatric,Female,88,Mumbai,65,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,0c4824ed-0b5c-475c-9b2e-cdfe60111c54,370,45,306.77,2028-12-17,ccc7e46a-cee8-4e03-88ec-256dfb6b00f4,2022-01-18,India,Let nice as describe director house discuss.,Adult,Female,51,Delhi,19,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Atorva,bc746388-a255-4444-9890-4bda4e4adf12,760,37,220.13,2027-01-16,d6db1003-3b14-4391-b7ec-d8e2edbe0fd8,2019-05-30,United States,Go training send let.,Elderly,Male,76,Chennai,10,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Omez,e39a48e6-bfff-4126-9d99-9aefc2aae15f,830,25,329.42,2025-02-01,5e860ce2-4bd6-4d9e-86da-7db3dd9bff10,2023-11-02,Switzerland,Dinner senior move owner through.,Elderly,Female,54,Surat,31,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Cetrizine,50043d42-7bf2-4827-9aae-ae0a064d9003,371,1,62.48,2025-08-04,1c1cdeef-ef82-4ab1-b35a-31e22150960e,2019-05-30,Germany,Step from claim phone.,Adult,Male,85,Surat,58,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Omez,dd650a96-2fef-4b02-9f98-cd910b9be612,761,36,73.98,2025-10-10,e78ddc1b-565e-455b-8cb1-44e9d5ec5087,2022-02-23,India,Painting will foot good industry.,Elderly,Female,55,Pune,36,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Amoxyclav,e3ce0041-30f9-4bdc-9f97-d0949b0be218,798,39,11.81,2027-07-19,a39b0b0a-978d-4fff-8e4c-ff8bd2caeab0,2019-06-18,Germany,Century kitchen under type fly.,Elderly,Female,95,Mumbai,43,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Crocin,bb0351db-1915-4a80-bc88-e547c09823d7,604,13,71.7,2025-04-28,932631e6-63b5-4b03-851f-3e45de5cf736,2019-09-02,United States,Picture effect early else.,Elderly,Male,99,Surat,44,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Cetrizine,8d8cdfed-5b1d-4721-94fc-ad3948001aae,542,5,372.55,2027-11-29,584dcaf9-b2e3-4e7b-94c2-c4acc7880b4c,2023-03-30,Switzerland,Republican help bad himself away professional family.,Pediatric,Male,59,Chennai,54,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Crocin,98bb8cfc-8ad8-4aa1-b1c7-a03870bb6ec6,620,47,121.1,2027-05-17,60ae8126-fccf-4077-9924-08d8cc63e3de,2023-02-15,Switzerland,Thing impact green Democrat side late.,Adult,Female,99,Jaipur,10,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Amoxyclav,d3b4240b-d6a3-4c9c-bfab-2929b4d845ff,381,43,256.25,2028-09-17,c8eadcf2-7983-417c-acb8-b74d9dc81e2e,2023-11-08,Switzerland,Pass week reflect set section ever film.,Adult,Female,91,Mumbai,12,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Combiflam,f198d64a-a87b-4a3e-8f1a-6ec98c932b76,244,38,350.11,2027-03-03,436d2a7b-6b0d-4b6c-b1ac-90b5765af959,2022-07-18,United States,No benefit manager.,Elderly,Male,52,Ahmedabad,33,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Pantocid,22c653ce-5fbc-4aac-8233-463c1cd9a4de,666,40,100.98,2025-10-30,621a2e79-c17a-49e5-9ae0-3be5903c0008,2022-07-07,Switzerland,Choose age stop ground series form sort.,Elderly,Female,73,Jaipur,5,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Cetrizine,b60646a9-4b80-4525-ae55-7a0896cc9580,283,10,240.75,2028-10-04,72edf99f-63bc-479e-8b60-85f113f9ad2f,2020-06-03,India,Senior against usually born person.,Pediatric,Male,67,Kolkata,90,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Atorva,0f6454da-c50b-4c3c-adb1-87163577d38c,216,21,145.44,2027-03-03,2c971916-5a71-4f35-be7b-7914d2473cb0,2022-04-21,United States,Continue herself interesting for sea arrive well.,Pediatric,Female,75,Surat,96,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Cetrizine,93de1350-c0cd-4c51-a7e8-456b173b0af2,599,43,50.91,2029-02-16,650cd932-f6f6-4766-a9d0-a4452fb09b34,2023-02-04,India,Common weight change edge hold social health.,Pediatric,Male,67,Surat,94,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Amoxyclav,af7121e6-eea0-42cc-9a34-19ff9880f887,394,47,294.79,2026-11-24,e7c5a01a-f9a7-45d0-b1cd-f03a5f675dad,2020-04-02,United States,Development deep staff next evening west smile.,Elderly,Female,79,Chennai,38,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Combiflam,7eb89139-17e0-4e31-b7f4-caaabfcc869c,90,48,184.3,2026-09-05,01da827c-3fbe-4692-ba22-e442e8fe2217,2022-05-03,United States,Knowledge during nearly investment.,Pediatric,Female,91,Delhi,17,Sanofi India Limited,Ibuprofen + Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Crocin,c09a5627-6f42-45cd-9f45-360fcbb99002,909,48,138.32,2024-05-11,6f16eb88-c8dd-4ec9-a448-fd1aa0c84495,2021-06-12,United States,You already president back girl.,Pediatric,Female,71,Kolkata,67,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Dolo-650,33f0e066-01ea-4f68-997a-d380f5e23536,109,47,193.52,2024-08-25,ceeb61d8-3580-4070-8f55-b8e8356ce3e2,2023-01-30,Germany,Bar enough especially open.,Pediatric,Female,69,Pune,69,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Ciplox,8dab4074-4495-467d-995f-8f598b410fd0,134,21,400.13,2024-06-17,fe9d6d2a-8bfd-4795-822b-be865927b08f,2021-10-04,United States,Man ten cold call from.,Elderly,Female,84,Surat,53,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Azee,4a0eceac-63c8-4e4d-aeaa-6b826a6bb095,645,1,232.52,2026-08-06,22bfa0d8-4097-4c6f-822a-5d1653fbde9d,2021-05-01,Germany,Wrong bill fine who away last.,Pediatric,Female,88,Hyderabad,96,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Pantocid,f0e00e08-319e-4700-92be-80b9aab2d026,761,10,406.93,2024-05-06,70ed2730-872d-43d6-a797-8d65fae62997,2022-06-23,Switzerland,Parent middle player over eye teach mention charge.,Elderly,Female,70,Bangalore,6,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Cetrizine,27c866a2-f206-4caf-bbab-8f0eb86c42c3,617,30,74.94,2024-12-04,a7d76c26-2011-474a-805f-022b14fbce3a,2020-10-24,United States,Parent should same anyone.,Pediatric,Female,69,Surat,47,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Dolo-650,a0bab520-8b17-4d1f-8f96-7dacc24b376b,124,10,142.43,2027-11-10,04548a70-26ac-441a-835a-3b9f3f1b1738,2020-06-18,Germany,Option civil instead choose quite.,Elderly,Female,80,Kolkata,81,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Atorva,b093b098-bc5b-435c-b07b-d91bf7a05ef9,43,32,60.94,2024-08-18,f2ac07cf-1595-4f7c-b99d-4d1ead69835c,2023-08-26,United States,Admit interest interest rest learn.,Adult,Female,82,Mumbai,3,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Cetrizine,cbfdcb77-771f-4d52-8e53-9c5db835680e,601,21,195.33,2025-07-25,b90f95e0-21d1-404d-a555-a57cbf6c287d,2022-02-03,Germany,Opportunity nothing manager other box make.,Adult,Female,81,Pune,100,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Crocin,7b04d0dc-318f-40d1-ab63-16cc9be7b491,992,8,290.69,2027-01-11,265bf793-aef9-4bfd-97a1-3a17b473f6d8,2021-03-26,Switzerland,Senior wear vote.,Elderly,Female,74,Delhi,44,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Cetrizine,8a137f4d-b51c-4469-b473-b6349fdbf5e0,935,44,18.01,2025-06-23,78406d39-c097-4d5a-a139-e85ee650782d,2024-02-02,India,Heavy local cover leave policy behind.,Pediatric,Male,98,Hyderabad,31,Sun Pharmaceutical Industries Ltd.,Cetirizine,Topical,cold,yes,Antibiotics,Capsule,Drug Interactions
Amoxyclav,aa83706b-e3ba-4670-8774-78c738ee2253,906,27,325.56,2024-04-10,db036050-7e0b-4462-8f65-3c43d408b5e7,2022-11-29,United States,Rise single talk around article.,Pediatric,Male,94,Kolkata,64,GlaxoSmithKline Pharmaceuticals Limited,Amoxicillin + Clavulanic Acid,Oral,cold,yes,Blood pressure medications,Liquid,Drowsiness
Azee,647b3c6f-c0f2-4867-a81e-aab90aaf8992,671,17,328.94,2027-03-26,c28e4327-8f02-42fc-989d-7a3c6863e017,2020-06-29,Germany,Person simple easy responsibility born people road.,Pediatric,Male,87,Ahmedabad,51,Cipla Ltd.,Azithromycin,Injectable,cold,yes,Pain relievers,Liquid,Drowsiness
Ciplox,1a9d2a53-8585-437d-9df7-412deda7e0e4,838,34,222.8,2028-09-09,2cecf08a-5931-40e5-b14e-1a30ca657e66,2021-02-20,Switzerland,Watch local and.,Adult,Male,94,Mumbai,55,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Dolo-650,99df91a4-a73e-47d2-9bfd-2aa0cff96ed7,196,47,454.15,2026-01-22,0d92f8f5-15ba-4ce3-a443-a12167525dbf,2023-03-30,Germany,Hair option somebody increase remember phone.,Pediatric,Male,85,Delhi,56,Micro Labs Limited,Paracetamol,Oral,normal,yes,Pain relievers,Tablet,Allergic Reactions
Pantocid,cc1292e5-9727-4849-b310-41116702d4a8,198,1,178.01,2028-02-03,89273e36-c7a1-4204-83cd-5afe13a4c352,2019-07-07,Germany,Hot popular remember so development politics.,Elderly,Male,93,Bangalore,96,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Ciplox,cb6a41e2-a6d6-4268-9d70-e57c99c9e65d,722,29,70.51,2028-06-21,9e0bde4f-c3a8-4c4d-a050-83cf8492a274,2023-08-23,Switzerland,Remain everyone ability small.,Elderly,Female,88,Chennai,6,Cipla Ltd.,Ciprofloxacin,Injectable,cold,yes,Antidepressants,Capsule,Organ Toxicity
Crocin,df2d3a13-b63e-407e-a7a1-fdef524d897b,457,9,441.33,2025-10-02,250f2d6a-c9ff-4adf-8bcd-8897595d9337,2022-06-29,United States,Water where remember time.,Adult,Female,88,Bangalore,67,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
Omez,fa782e41-ce24-4167-9856-df5c3c882597,948,41,229.72,2024-09-13,708de607-fa34-4658-a866-b7e1c35e0259,2021-08-09,India,North to watch body himself compare majority.,Adult,Female,92,Chennai,89,Dr. Reddy's Laboratories Ltd.,Omeprazole,Topical,dry,no,Blood pressure medications,Liquid,Drowsiness
Atorva,a891150a-4fac-4ea0-83dd-4f16942870b8,102,29,5.55,2027-07-18,d0030d0e-ea24-4914-9136-5be562f9e7c6,2022-04-21,Switzerland,Attention yeah coach score response market claim.,Elderly,Female,100,Chennai,13,Sun Pharmaceutical Industries Ltd.,Atorvastatin,Injectable,dry,no,Antidepressants,Tablet,Organ Toxicity
Pantocid,88f0f8c1-794d-46f8-a4e8-4338f7b5f35f,77,41,80.0,2027-06-09,630d58ef-80bf-4ce0-9534-17f3a0d6af1d,2021-07-30,Germany,Rich produce he chance interesting film last.,Adult,Female,86,Pune,15,Sun Pharmaceutical Industries Ltd.,Pantoprazole,Topical,cold,no,Antibiotics,Capsule,Drug Interactions
Crocin,3838853c-bc0d-4808-8aa0-547014295095,965,38,250.82,2026-09-25,aed04a1e-21a6-4a15-8862-7891aa7509ad,2020-03-28,Switzerland,Beautiful kid tree sound.,Elderly,Male,58,Bangalore,96,GlaxoSmithKline Pharmaceuticals Limited,Paracetamol,Oral,normal,no,Pain relievers,Tablet,Allergic Reactions
